#E  T  TTX  TRX  DTX  DRX  OTX  ORX  ARPTX  ARPRX  EED  PLR  PDR			NumApps 15 NumNodes 30
13	16	58	0	1343	1333	0	0	675	7197	1.84467e+16	1	0
27	25	64	0	1343	1333	0	0	675	7197	1.84467e+16	1	0
23	25	67	0	1343	1333	0	0	675	7197	1.84467e+16	1	0
16	12	1	0	1343	1333	0	0	675	7197	1.84467e+16	1	0
9	1	20	0	1343	1333	0	0	675	7197	1.84467e+16	1	0
23	16	58	0	1343	1333	0	0	675	7197	1.84467e+16	1	0
0	6	60	0	1343	1333	0	0	675	7197	1.84467e+16	1	0
22	16	6	0	1343	1333	0	0	675	7197	1.84467e+16	1	0
11	8	1	0	1343	1333	0	0	675	7197	1.84467e+16	1	0
27	9	16	0	1343	1333	0	0	675	7197	1.84467e+16	1	0
2	20	62	0	1343	1333	0	0	675	7197	1.84467e+16	1	0
2	13	60	0	1343	1333	0	0	675	7197	1.84467e+16	1	0
7	25	6	0	1343	1333	0	0	675	7197	1.84467e+16	1	0
